|wrapperType|kind|artistId|collectionId|trackId|artistName|collectionName|trackName|collectionCensoredName|trackCensoredName|collectionArtistId|collectionArtistName|artistViewUrl|collectionViewUrl|trackViewUrl|previewUrl|artworkUrl30|artworkUrl60|artworkUrl100|collectionPrice|trackPrice|releaseDate|collectionExplicitness|trackExplicitness|discCount|discNumber|trackCount|trackNumber|trackTimeMillis|country|currency|primaryGenreName|isStreamable|collectionArtistViewUrl
117|track|song|7420827|1458865831|1458866159|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: Golden Butterflies|Seven Days Walking: Day 5|Day 5: Golden Butterflies||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-golden-butterflies/1458865831?i=1458866159&uo=4|https://music.apple.com/us/album/day-5-golden-butterflies/1458865831?i=1458866159&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8d/9b/7f/8d9b7f7a-557f-8260-a066-e283410f54c0/mzaf_10689873317240844523.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|9|360999|USA|USD|Classical|True|
118|track|song|7420827|1458865831|1458865845|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: Golden Butterflies Var. 1|Seven Days Walking: Day 5|Day 5: Golden Butterflies Var. 1||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-golden-butterflies-var-1/1458865831?i=1458865845&uo=4|https://music.apple.com/us/album/day-5-golden-butterflies-var-1/1458865831?i=1458865845&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d8/61/8b/d8618b68-38fa-3211-559e-725efb2e134d/mzaf_4857934622553312954.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|2|172786|USA|USD|Classical|True|
119|track|song|7420827|1458865831|1458865849|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: View from the Other Side Var. 1|Seven Days Walking: Day 5|Day 5: View from the Other Side Var. 1||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-view-from-the-other-side-var-1/1458865831?i=1458865849&uo=4|https://music.apple.com/us/album/day-5-view-from-the-other-side-var-1/1458865831?i=1458865849&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/15/5a/4e/155a4eca-33fb-6904-735f-bb2d9ff6cfe7/mzaf_13571636906648570611.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|5|184283|USA|USD|Classical|True|
120|track|song|7420827|1559739125|1559739421|Ludovico Einaudi & Marco Decimo|Cinema|Due Tramonti|Cinema|Due Tramonti||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/due-tramonti/1559739125?i=1559739421&uo=4|https://music.apple.com/us/album/due-tramonti/1559739125?i=1559739421&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/06/13/c6/0613c6a9-ec0d-19a2-f90e-1ef9e524c890/mzaf_16995977516928813274.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|1999-10-22T12:00:00Z|notExplicit|notExplicit|1|1|28|15|295253|USA|USD|Classical|True|
121|track|song|7420827|1553768568|1553768569|Ludovico Einaudi|Nomadland (Original Motion Picture Soundtrack)|Einaudi: Oltremare|Nomadland (Original Motion Picture Soundtrack)|Einaudi: Oltremare|36270.0|Various Artists|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/einaudi-oltremare/1553768568?i=1553768569&uo=4|https://music.apple.com/us/album/einaudi-oltremare/1553768568?i=1553768569&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/23/33/fa/2333fa7a-8517-339f-9f43-27a6387307e0/mzaf_3857127266350897296.plus.aac.p.m4a|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/30x30bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/60x60bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/100x100bb.jpg|9.99|-1.0|2006-01-01T12:00:00Z|notExplicit|notExplicit|1|1|11|1|660092|USA|USD|Soundtrack|True|
122|track|song|7420827|1559739125|1559739761|Ludovico Einaudi, Franco Feruglio, Mauro Loguercio, Gabriele Baffero, Antonello Leofreddi & Marco Decimo|Cinema|Fuori Dal Mondo|Cinema|Fuori Dal Mondo||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/fuori-dal-mondo/1559739125?i=1559739761&uo=4|https://music.apple.com/us/album/fuori-dal-mondo/1559739125?i=1559739761&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/5f/91/24/5f9124c3-7d41-0848-e437-a78871079d4a/mzaf_8107573369317090973.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|1999-10-22T12:00:00Z|notExplicit|notExplicit|1|1|28|23|302053|USA|USD|Classical|True|
123|track|song|7420827|1553768568|1553768584|Ludovico Einaudi|Nomadland (Original Motion Picture Soundtrack)|Einaudi: Petricor (feat. Daniel Hope)|Nomadland (Original Motion Picture Soundtrack)|Einaudi: Petricor (feat. Daniel Hope)|36270.0|Various Artists|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/einaudi-petricor-feat-daniel-hope/1553768568?i=1553768584&uo=4|https://music.apple.com/us/album/einaudi-petricor-feat-daniel-hope/1553768568?i=1553768584&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0e/14/83/0e1483f0-77e6-2042-a60b-3b4144b5bad2/mzaf_11985834151314865843.plus.aac.p.m4a|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/30x30bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/60x60bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/17/b9/87/17b9877a-2c75-ba79-610f-9481f8d1046b/21UMGIM09299.rgb.jpg/100x100bb.jpg|9.99|1.29|2015-10-16T12:00:00Z|notExplicit|notExplicit|1|1|11|8|392151|USA|USD|Soundtrack|True|
124|track|song|7420827|1559739125|1559739410|Ludovico Einaudi|Cinema|The Water Diviner|Cinema|"The Water Diviner (From ""The Water Diviner"")"|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/the-water-diviner-from-the-water-diviner/1559739125?i=1559739410&uo=4|https://music.apple.com/us/album/the-water-diviner-from-the-water-diviner/1559739125?i=1559739410&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d0/42/51/d0425158-4f86-d2b6-24e0-c67669c93d14/mzaf_16179129485212929991.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/64/dd/03/64dd030b-9425-2a06-5c01-d95fd1a56fc8/21UMGIM16975.rgb.jpg/100x100bb.jpg|16.99|1.29|2021-04-23T07:00:00Z|notExplicit|notExplicit|1|1|28|7|405440|USA|USD|Soundtrack|True|
125|track|song|7420827|1474067185|1474067653|Ludovico Einaudi|Seven Days Walking: Day 7|Day 7: Golden Butterflies Var. 1|Seven Days Walking: Day 7|Day 7: Golden Butterflies Var. 1|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-golden-butterflies-var-1/1474067185?i=1474067653&uo=4|https://music.apple.com/us/album/day-7-golden-butterflies-var-1/1474067185?i=1474067653&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2e/43/38/2e4338cd-4cef-574b-b491-9aa7018a4fa0/mzaf_5725444304636284905.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/100x100bb.jpg|9.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|1|1|12|5|116840|USA|USD|Classical|True|
126|track|song|7420827|1458865831|1458865850|Ludovico Einaudi, Federico Mecozzi & Redi Hasa|Seven Days Walking: Day 5|Day 5: Full Moon|Seven Days Walking: Day 5|Day 5: Full Moon||Ludovico Einaudi|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-5-full-moon/1458865831?i=1458865850&uo=4|https://music.apple.com/us/album/day-5-full-moon/1458865831?i=1458865850&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/42/78/8c/42788cdc-041d-b2a3-3b90-7a8b6123dbae/mzaf_4572879344368223084.plus.aac.p.m4a|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/30x30bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/60x60bb.jpg|https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/eb/50/1f/eb501f90-0bc4-4aec-80fb-e4dcbe5df762/00028948181476.rgb.jpg/100x100bb.jpg|||2019-07-19T12:00:00Z|notExplicit|notExplicit|1|1|11|6|221636|USA|USD|Classical|True|
127|track|song|7420827|1474067185|1474067656|Ludovico Einaudi|Seven Days Walking: Day 7|Day 7: Low Mist|Seven Days Walking: Day 7|Day 7: Low Mist|||https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/day-7-low-mist/1474067185?i=1474067656&uo=4|https://music.apple.com/us/album/day-7-low-mist/1474067185?i=1474067656&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/83/ed/3c/83ed3c86-3fc0-d7b0-72c9-86949f4df0e8/mzaf_17705736568350814818.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/cd/35/5a/cd355ac9-9700-d55f-d6d5-3f22fd2ea597/19UMGIM65047.rgb.jpg/100x100bb.jpg|9.99|1.29|2019-09-20T12:00:00Z|notExplicit|notExplicit|1|1|12|8|326787|USA|USD|Classical|True|
